"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
30;3;"—";270;"94 85 91";0;"Участвуете в конкурсе";1428225;"01.07.2026 в 18:19"
31;2;"—";270;"86 88 86";10;"На рассмотрении";1253862;"29.06.2026 в 21:34"
32;5;"—";269;"84 96 89";0;"Конкурсная группа исключена";1234764;"29.06.2026 в 21:12"
33;3;"—";269;"92 88 89";0;"Участвуете в конкурсе";1396695;"01.07.2026 в 12:49"
34;1;"—";269;"82 83 94";10;"На рассмотрении";1240870;"29.06.2026 в 21:19"
35;4;"—";269;"90 88 81";10;"На рассмотрении";1261054;"29.06.2026 в 21:44"
36;2;"—";268;"82 92 94";0;"Участвуете в конкурсе";1385749;"01.07.2026 в 11:11"
37;2;"—";268;"88 95 75";10;"На рассмотрении";1136548;"26.06.2026 в 08:46"
38;3;"—";267;"80 90 97";0;"На рассмотрении";1389643;"04.07.2026 в 08:52"
39;1;"—";267;"88 93 86";0;"На рассмотрении";1423596;"01.07.2026 в 17:10"
40;2;"—";267;"88 88 81";10;"Участвуете в конкурсе";1234652;"29.06.2026 в 21:12"
41;3;"—";266;"88 92 86";0;"На рассмотрении";978877;"20.06.2026 в 18:01"
42;2;"—";266;"95 85 86";0;"На рассмотрении";1236588;"29.06.2026 в 21:15"
43;3;"—";266;"84 93 89";0;"На рассмотрении";1265358;"29.06.2026 в 21:50"
44;1;"—";266;"84 88 94";0;"На рассмотрении";1346866;"30.06.2026 в 17:20"
45;2;"—";266;"88 92 86";0;"Передано в вуз";1638504;"05.07.2026 в 14:36"
46;2;"—";266;"82 85 89";10;"На рассмотрении";1300956;"30.06.2026 в 09:28"
47;2;"—";265;"84 93 78";10;"На рассмотрении";1205036;"28.06.2026 в 18:37"
48;2;"—";264;"90 88 86";0;"На рассмотрении";1223895;"29.06.2026 в 21:04"
49;1;"—";264;"88 93 83";0;"На рассмотрении";1350327;"30.06.2026 в 18:13"
50;1;"—";264;"98 85 81";0;"На рассмотрении";1573179;"03.07.2026 в 18:46"
51;2;"—";264;"96 90 78";0;"На рассмотрении";1606453;"04.07.2026 в 13:15"
52;2;"—";264;"82 78 94";10;"На рассмотрении";1173234;"27.06.2026 в 16:31"
53;1;"—";264;"90 78 86";10;"На рассмотрении";1248476;"29.06.2026 в 21:28"
54;1;"Электронное";264;"86 98 70";10;"На рассмотрении";1287811;"29.06.2026 в 22:21"
55;2;"—";263;"84 90 89";0;"Конкурсная группа исключена";1373204;"01.07.2026 в 15:21"
56;2;"—";263;"84 90 89";0;"На рассмотрении";1450940;"02.07.2026 в 07:57"
57;1;"Электронное";263;"90 84 89";0;"На рассмотрении";1488114;"02.07.2026 в 14:44"
58;3;"Электронное";263;"74 90 89";10;"На рассмотрении";1040856;"28.06.2026 в 13:53"
59;3;"—";263;"88 92 73";10;"На рассмотрении";1129144;"25.06.2026 в 18:15"
60;2;"—";263;"84 83 86";10;"На рассмотрении";1245971;"29.06.2026 в 21:25"
61;2;"—";263;"84 88 81";10;"На рассмотрении";1254832;"29.06.2026 в 21:35"
62;2;"—";262;"88 80 94";0;"Участвуете в конкурсе";1267214;"30.06.2026 в 17:52"
63;2;"—";262;"88 88 86";0;"На рассмотрении";1346168;"03.07.2026 в 20:26"
64;2;"—";262;"86 85 91";0;"На рассмотрении";1415786;"01.07.2026 в 15:41"
65;2;"—";262;"86 85 91";0;"На рассмотрении";1596741;"04.07.2026 в 10:46"
66;3;"—";262;"80 83 89";10;"На рассмотрении";1209296;"28.06.2026 в 20:33"
67;2;"—";262;"90 79 83";10;"На рассмотрении";1263648;"29.06.2026 в 21:48"
68;2;"Электронное";261;"84 88 89";0;"Участвуете в конкурсе";1171619;"27.06.2026 в 15:23"
69;2;"—";261;"84 83 94";0;"На рассмотрении";1395166;"01.07.2026 в 12:36"
70;2;"—";261;"88 95 78";0;"На рассмотрении";1476803;"02.07.2026 в 13:02"
71;3;"—";261;"92 90 69";10;"Участвуете в конкурсе";1283369;"29.06.2026 в 22:01"
72;3;"—";260;"86 83 91";0;"На рассмотрении";1266964;"04.07.2026 в 07:24"
73;5;"—";260;"95 96 69";0;"Участвуете в конкурсе";1281739;"29.06.2026 в 22:00"
74;3;"—";260;"76 95 89";0;"На рассмотрении";1294316;"02.07.2026 в 14:50"
75;3;"—";260;"94 93 73";0;"На рассмотрении";1301370;"02.07.2026 в 16:19"
76;1;"—";260;"86 85 89";0;"На рассмотрении";1506061;"02.07.2026 в 18:15"
77;3;"—";260;"94 80 86";0;"На рассмотрении";1577629;"03.07.2026 в 19:22"
78;4;"—";259;"94 95 70";0;"На рассмотрении";1022300;"02.07.2026 в 15:36"
79;5;"—";259;"92 76 91";0;"Участвуете в конкурсе";1452069;"02.07.2026 в 08:29"
80;2;"Электронное";259;"86 90 83";0;"На рассмотрении";1455621;"02.07.2026 в 09:35"
81;3;"—";258;"84 88 86";0;"На рассмотрении";1191700;"28.06.2026 в 13:10"
82;2;"—";258;"95 80 83";0;"На рассмотрении";1255309;"30.06.2026 в 13:40"
83;1;"Электронное";258;"92 85 81";0;"На рассмотрении";1259728;"29.06.2026 в 21:42"
84;4;"—";258;"84 88 86";0;"На рассмотрении";1358508;"30.06.2026 в 20:44"
85;4;"—";258;"90 85 83";0;"На рассмотрении";1524873;"03.07.2026 в 06:41"
86;3;"—";258;"82 83 89";4;"На рассмотрении";1193950;"28.06.2026 в 14:03"
87;4;"—";258;"84 83 81";10;"Участвуете в конкурсе";1249771;"29.06.2026 в 21:29"
88;1;"—";257;"78 85 94";0;"Конкурсная группа исключена";1201636;"28.06.2026 в 17:04"
89;3;"—";257;"84 90 83";0;"На рассмотрении";1218169;"01.07.2026 в 18:47"
90;2;"—";257;"86 90 81";0;"На рассмотрении";1263440;"01.07.2026 в 18:31"
91;3;"—";257;"92 95 70";0;"На рассмотрении";1385051;"01.07.2026 в 11:04"
92;3;"Электронное";257;"94 90 73";0;"Конкурсная группа исключена";1462436;"02.07.2026 в 10:49"
93;3;"—";257;"88 83 86";0;"На рассмотрении";1544731;"03.07.2026 в 16:21"
94;4;"—";257;"82 84 91";0;"На рассмотрении";1588324;"04.07.2026 в 06:11"
95;4;"—";257;"84 90 83";0;"На рассмотрении";1601501;"04.07.2026 в 11:57"
96;2;"—";257;"84 80 83";10;"На рассмотрении";1123597;"25.06.2026 в 14:52"
97;3;"—";257;"86 80 81";10;"На рассмотрении";1174250;"27.06.2026 в 17:14"
98;2;"—";257;"86 83 78";10;"На рассмотрении";1185735;"28.06.2026 в 10:01"
99;3;"—";257;"86 83 78";10;"На рассмотрении";1223081;"29.06.2026 в 21:04"
100;3;"—";257;"78 83 86";10;"На рассмотрении";1254957;"30.06.2026 в 08:20"
101;2;"—";256;"80 90 86";0;"На рассмотрении";1378627;"01.07.2026 в 09:57"
102;2;"—";256;"94 90 72";0;"На рассмотрении";1509835;"02.07.2026 в 19:25"
103;4;"—";256;"80 90 86";0;"На рассмотрении";1590818;"04.07.2026 в 08:47"
104;3;"—";256;"88 90 78";0;"Передано в вуз";1629661;"05.07.2026 в 08:08"
105;4;"—";256;"88 85 83";0;"Передано в вуз";1632536;"05.07.2026 в 11:29"
106;4;"—";255;"86 88 81";0;"На рассмотрении";1286299;"03.07.2026 в 20:53"
107;3;"—";255;"84 90 81";0;"На рассмотрении";1346781;"30.06.2026 в 17:18"
108;2;"—";255;"86 83 86";0;"На рассмотрении";1367250;"01.07.2026 в 01:01"
109;1;"—";255;"84 85 86";0;"На рассмотрении";1493030;"02.07.2026 в 15:31"
110;2;"—";255;"80 94 81";0;"На рассмотрении";1496398;"02.07.2026 в 16:05"
111;1;"—";255;"86 83 86";0;"На рассмотрении";1602251;"05.07.2026 в 07:06"
112;3;"—";255;"86 88 81";0;"На рассмотрении";1602835;"04.07.2026 в 12:18"
113;3;"—";255;"86 85 81";3;"На рассмотрении";1188294;"28.06.2026 в 11:36"
114;4;"—";255;"74 80 91";10;"На рассмотрении";1185330;"28.06.2026 в 09:40"
115;2;"—";255;"84 75 86";10;"На рассмотрении";1186375;"28.06.2026 в 10:30"
116;5;"—";255;"82 88 75";10;"Участвуете в конкурсе";1186937;"28.06.2026 в 10:52"
117;1;"—";254;"80 93 81";0;"Участвуете в конкурсе";1000109;"21.06.2026 в 18:18"
118;2;"—";254;"78 85 91";0;"На рассмотрении";1182932;"01.07.2026 в 08:08"
119;3;"—";254;"82 83 89";0;"На рассмотрении";1317950;"30.06.2026 в 20:50"
120;1;"—";254;"88 80 86";0;"На рассмотрении";1530926;"03.07.2026 в 09:35"
121;3;"—";253;"82 85 86";0;"На рассмотрении";1202936;"28.06.2026 в 17:38"
122;4;"Электронное";253;"80 90 83";0;"Участвуете в конкурсе";1269249;"29.06.2026 в 21:54"
123;3;"—";253;"82 90 81";0;"На рассмотрении";1297491;"30.06.2026 в 16:38"
124;2;"—";253;"82 90 81";0;"На рассмотрении";1326209;"30.06.2026 в 13:54"
125;2;"—";253;"96 96 61";0;"На рассмотрении";1337966;"30.06.2026 в 15:34"
126;1;"—";253;"84 80 89";0;"На рассмотрении";1414348;"01.07.2026 в 15:27"
127;3;"—";253;"90 88 75";0;"На рассмотрении";1493829;"02.07.2026 в 15:39"
128;1;"—";253;"86 78 89";0;"На рассмотрении";1497561;"02.07.2026 в 16:20"
129;1;"—";253;"84 88 81";0;"На рассмотрении";1505654;"02.07.2026 в 18:07"
130;3;"—";253;"82 85 86";0;"На рассмотрении";1515470;"02.07.2026 в 21:18"
131;2;"—";253;"84 83 86";0;"На рассмотрении";1576779;"03.07.2026 в 19:06"
132;2;"—";253;"82 85 86";0;"На рассмотрении";1579978;"03.07.2026 в 20:24"
133;3;"—";253;"88 90 75";0;"На рассмотрении";1595770;"04.07.2026 в 10:31"
134;4;"—";253;"82 88 83";0;"На рассмотрении";1611339;"04.07.2026 в 14:46"
135;3;"—";253;"72 80 91";10;"На рассмотрении";1014334;"22.06.2026 в 10:24"
136;2;"Электронное";253;"82 86 75";10;"Участвуете в конкурсе";1047723;"28.06.2026 в 14:32"
137;2;"—";253;"76 78 89";10;"На рассмотрении";1255572;"29.06.2026 в 21:36"
138;3;"—";253;"80 80 83";10;"На рассмотрении";1295831;"30.06.2026 в 10:17"
139;2;"—";252;"86 85 81";0;"Конкурсная группа исключена";1048018;"27.06.2026 в 07:48"
140;1;"—";252;"84 93 75";0;"На рассмотрении";1198851;"28.06.2026 в 20:01"
141;3;"—";252;"86 88 78";0;"На рассмотрении";1204474;"29.06.2026 в 07:39"
142;2;"Электронное";252;"92 77 83";0;"Участвуете в конкурсе";1473425;"02.07.2026 в 12:30"
143;2;"—";252;"92 93 67";0;"На рассмотрении";1500184;"02.07.2026 в 16:48"
144;2;"—";252;"94 80 78";0;"На рассмотрении";1576110;"03.07.2026 в 19:02"
145;2;"—";252;"88 94 70";0;"На рассмотрении";1579909;"03.07.2026 в 20:22"
146;3;"—";252;"78 78 86";10;"На рассмотрении";1263148;"29.06.2026 в 21:47"
147;3;"—";251;"82 80 89";0;"На рассмотрении";1212430;"04.07.2026 в 12:14"
148;2;"—";251;"88 85 78";0;"На рассмотрении";1304043;"30.06.2026 в 10:11"
149;3;"—";251;"78 90 83";0;"На рассмотрении";1330740;"30.06.2026 в 15:15"
150;5;"Электронное";251;"82 75 94";0;"Участвуете в конкурсе";1349278;"30.06.2026 в 17:56"
151;5;"—";251;"84 76 91";0;"На рассмотрении";1401035;"01.07.2026 в 13:28"
152;3;"—";251;"82 88 81";0;"На рассмотрении";1424785;"01.07.2026 в 17:26"
153;3;"—";251;"94 85 72";0;"На рассмотрении";1450023;"02.07.2026 в 07:25"
154;2;"—";251;"90 88 73";0;"На рассмотрении";1472220;"02.07.2026 в 12:22"
155;1;"—";251;"82 88 81";0;"На рассмотрении";1571315;"03.07.2026 в 18:37"
156;3;"—";251;"86 84 81";0;"На рассмотрении";1575640;"03.07.2026 в 18:59"
157;3;"—";251;"86 80 75";10;"На рассмотрении";994279;"29.06.2026 в 07:51"
158;1;"—";251;"86 72 83";10;"На рассмотрении";1266418;"29.06.2026 в 21:51"
159;4;"—";250;"95 80 75";0;"Передано в вуз";1167545;"05.07.2026 в 12:17"
160;1;"—";250;"82 90 78";0;"На рассмотрении";1283380;"29.06.2026 в 22:01"
161;1;"—";250;"82 95 73";0;"На рассмотрении";1344099;"30.06.2026 в 16:43"
162;3;"—";250;"84 93 73";0;"На рассмотрении";1403554;"01.07.2026 в 13:51"
163;2;"Электронное";250;"97 75 78";0;"На рассмотрении";1422793;"01.07.2026 в 16:59"
164;1;"—";250;"84 88 78";0;"На рассмотрении";1426277;"01.07.2026 в 17:48"
165;2;"—";250;"92 88 70";0;"На рассмотрении";1440279;"02.07.2026 в 22:52"
166;2;"—";250;"84 100 66";0;"На рассмотрении";1453352;"02.07.2026 в 08:59"
167;3;"—";250;"76 96 78";0;"На рассмотрении";1477562;"04.07.2026 в 08:18"
168;3;"—";250;"92 83 75";0;"На рассмотрении";1488027;"02.07.2026 в 14:43"
169;3;"—";250;"92 88 70";0;"На рассмотрении";1508293;"02.07.2026 в 18:55"
170;4;"—";250;"82 85 83";0;"На рассмотрении";1536645;"03.07.2026 в 10:44"
171;1;"—";250;"78 83 89";0;"На рассмотрении";1617553;"04.07.2026 в 17:14"
172;2;"—";250;"86 85 69";10;"На рассмотрении";1220164;"29.06.2026 в 07:54"
173;2;"—";250;"82 80 78";10;"На рассмотрении";1279557;"29.06.2026 в 21:59"
174;2;"—";249;"86 80 83";0;"На рассмотрении";1202594;"28.06.2026 в 17:29"
175;4;"—";249;"84 82 83";0;"На рассмотрении";1247944;"30.06.2026 в 14:19"
176;1;"—";249;"92 85 72";0;"На рассмотрении";1252899;"29.06.2026 в 21:33"
177;3;"—";249;"86 80 83";0;"На рассмотрении";1261609;"29.06.2026 в 21:45"
178;1;"—";249;"86 74 89";0;"На рассмотрении";1263994;"29.06.2026 в 21:48"
179;4;"—";249;"86 93 70";0;"На рассмотрении";1341311;"30.06.2026 в 16:10"
180;2;"—";249;"84 90 75";0;"На рассмотрении";1356601;"30.06.2026 в 20:04"
181;4;"—";249;"92 85 72";0;"На рассмотрении";1371357;"01.07.2026 в 07:23"
182;2;"—";249;"78 85 86";0;"На рассмотрении";1439692;"01.07.2026 в 21:47"
183;1;"—";249;"80 83 86";0;"На рассмотрении";1468476;"02.07.2026 в 11:45"
184;1;"Электронное";249;"78 80 91";0;"На рассмотрении";1624374;"04.07.2026 в 21:14"
185;4;"—";249;"86 88 75";0;"Передано в вуз";1631972;"05.07.2026 в 11:03"
186;2;"—";249;"76 72 91";10;"На рассмотрении";1190304;"28.06.2026 в 12:35"
187;4;"—";249;"78 80 81";10;"На рассмотрении";1314361;"30.06.2026 в 11:55"
188;3;"—";248;"86 92 70";0;"На рассмотрении";1188709;"28.06.2026 в 11:49"
189;3;"—";248;"95 72 81";0;"На рассмотрении";1219549;"29.06.2026 в 08:24"
190;2;"—";248;"82 83 83";0;"На рассмотрении";1313298;"30.06.2026 в 11:45"
191;3;"—";248;"84 83 81";0;"На рассмотрении";1319847;"30.06.2026 в 12:45"
192;1;"—";248;"96 83 69";0;"На рассмотрении";1335753;"30.06.2026 в 15:22"
193;1;"—";248;"84 75 89";0;"На рассмотрении";1421308;"01.07.2026 в 16:41"
194;2;"—";248;"86 90 72";0;"На рассмотрении";1494974;"02.07.2026 в 15:50"
195;1;"Электронное";248;"80 85 83";0;"На рассмотрении";1559594;"03.07.2026 в 17:46"
196;5;"—";248;"78 90 70";10;"На рассмотрении";1010093;"22.06.2026 в 08:44"
197;2;"—";247;"76 88 83";0;"На рассмотрении";1113324;"25.06.2026 в 10:31"
198;1;"—";247;"84 85 78";0;"На рассмотрении";1186886;"28.06.2026 в 10:50"
199;1;"—";247;"82 90 75";0;"На рассмотрении";1218012;"30.06.2026 в 19:38"
200;5;"—";247;"82 84 81";0;"На рассмотрении";1375933;"01.07.2026 в 09:20"
201;2;"—";247;"86 78 83";0;"На рассмотрении";1386921;"03.07.2026 в 18:24"
202;2;"—";247;"84 93 70";0;"Передано в вуз";1602215;"05.07.2026 в 12:31"
203;4;"—";246;"84 90 72";0;"Участвуете в конкурсе";1183808;"28.06.2026 в 08:07"
204;2;"—";246;"78 85 83";0;"На рассмотрении";1185487;"28.06.2026 в 09:49"
205;3;"—";246;"84 90 72";0;"На рассмотрении";1316371;"02.07.2026 в 18:05"
206;3;"—";246;"88 83 75";0;"На рассмотрении";1373180;"01.07.2026 в 08:23"
207;3;"—";246;"86 88 72";0;"Передано в вуз";1397753;"05.07.2026 в 12:41"
208;4;"—";246;"70 90 86";0;"На рассмотрении";1419742;"01.07.2026 в 16:23"
209;2;"—";246;"80 83 83";0;"На рассмотрении";1422692;"01.07.2026 в 16:58"
210;2;"—";246;"82 83 81";0;"На рассмотрении";1438763;"01.07.2026 в 22:21"
211;4;"—";246;"80 85 81";0;"На рассмотрении";1501129;"02.07.2026 в 17:00"
212;2;"—";246;"90 84 72";0;"На рассмотрении";1504538;"02.07.2026 в 17:50"
213;1;"—";246;"86 85 75";0;"На рассмотрении";1530618;"03.07.2026 в 09:30"
214;3;"—";246;"78 95 73";0;"На рассмотрении";1557781;"03.07.2026 в 17:34"
215;1;"—";246;"84 80 72";10;"На рассмотрении";1201545;"28.06.2026 в 17:39"
216;3;"—";245;"84 80 81";0;"На рассмотрении";1163152;"01.07.2026 в 07:25"
217;2;"—";245;"84 88 73";0;"На рассмотрении";1188470;"02.07.2026 в 18:31"
218;1;"—";245;"80 90 75";0;"Участвуете в конкурсе";1241908;"29.06.2026 в 21:20"
219;3;"—";245;"86 93 66";0;"На рассмотрении";1347761;"30.06.2026 в 17:33"
220;2;"Электронное";245;"76 83 86";0;"На рассмотрении";1373237;"01.07.2026 в 08:25"
221;1;"—";245;"84 83 78";0;"На рассмотрении";1373353;"03.07.2026 в 08:03"
222;2;"—";245;"84 80 81";0;"На рассмотрении";1432322;"01.07.2026 в 19:30"
223;3;"—";245;"88 84 73";0;"На рассмотрении";1441555;"01.07.2026 в 22:27"
224;2;"—";245;"76 88 81";0;"На рассмотрении";1466407;"02.07.2026 в 11:26"
225;1;"—";245;"76 80 89";0;"На рассмотрении";1516469;"03.07.2026 в 17:45"
226;3;"—";245;"74 90 81";0;"На рассмотрении";1619447;"04.07.2026 в 18:11"
227;4;"—";245;"84 75 86";0;"На рассмотрении";1629219;"05.07.2026 в 06:54"
228;3;"—";245;"82 85 78";0;"Передано в вуз";1635136;"05.07.2026 в 13:02"
229;4;"—";245;"86 85 70";4;"На рассмотрении";1156751;"29.06.2026 в 21:54"
230;3;"—";245;"74 80 81";10;"На рассмотрении";1164918;"27.06.2026 в 11:33"
231;3;"—";245;"82 80 73";10;"На рассмотрении";1258518;"29.06.2026 в 21:40"
232;1;"—";245;"86 74 75";10;"На рассмотрении";1316442;"30.06.2026 в 12:15"
233;4;"—";244;"86 80 78";0;"На рассмотрении";990734;"28.06.2026 в 11:04"
234;2;"—";244;"78 83 83";0;"На рассмотрении";1207771;"28.06.2026 в 19:51"
235;2;"—";244;"84 85 75";0;"На рассмотрении";1235245;"30.06.2026 в 12:27"
236;2;"—";244;"84 85 75";0;"На рассмотрении";1261786;"29.06.2026 в 21:45"
237;2;"—";244;"86 83 75";0;"На рассмотрении";1304346;"30.06.2026 в 10:14"
238;1;"Электронное";244;"78 77 89";0;"На рассмотрении";1345933;"30.06.2026 в 17:07"
239;4;"—";244;"86 83 75";0;"На рассмотрении";1514169;"02.07.2026 в 21:22"
240;3;"Электронное";244;"82 79 83";0;"На рассмотрении";1523870;"03.07.2026 в 14:19"
241;2;"—";244;"82 90 72";0;"На рассмотрении";1573870;"03.07.2026 в 18:49"
242;3;"Электронное";244;"82 79 83";0;"На рассмотрении";1582186;"03.07.2026 в 21:28"
243;3;"—";244;"78 80 86";0;"На рассмотрении";1597103;"04.07.2026 в 10:52"
244;3;"—";244;"86 85 73";0;"На рассмотрении";1616145;"04.07.2026 в 16:36"
245;2;"—";244;"82 79 83";0;"На рассмотрении";1619584;"04.07.2026 в 18:15"
246;1;"—";244;"80 83 81";0;"На рассмотрении";1628874;"05.07.2026 в 05:12"
247;3;"Электронное";243;"84 73 86";0;"На рассмотрении";1166504;"27.06.2026 в 12:23"
248;2;"—";243;"74 75 94";0;"На рассмотрении";1184094;"28.06.2026 в 08:09"
249;1;"—";243;"80 80 83";0;"На рассмотрении";1232375;"29.06.2026 в 21:11"
250;2;"—";243;"80 88 75";0;"На рассмотрении";1383107;"01.07.2026 в 10:46"
251;3;"—";243;"84 80 69";10;"На рассмотрении";1217880;"29.06.2026 в 07:32"
252;3;"—";243;"74 78 81";10;"На рассмотрении";1237184;"29.06.2026 в 21:15"
253;3;"—";243;"72 78 83";10;"Конкурсная группа исключена";1299399;"30.06.2026 в 09:02"
254;4;"—";242;"78 83 81";0;"Участвуете в конкурсе";977400;"27.06.2026 в 09:30"
255;4;"Бумажное";242;"84 83 75";0;"На рассмотрении";1135750;"26.06.2026 в 07:49"
256;3;"—";242;"84 80 78";0;"На рассмотрении";1202730;"28.06.2026 в 17:33"
257;1;"—";242;"84 85 73";0;"На рассмотрении";1241928;"29.06.2026 в 21:20"
258;3;"—";242;"78 83 81";0;"На рассмотрении";1280569;"04.07.2026 в 20:22"
259;1;"—";242;"86 83 73";0;"На рассмотрении";1281415;"01.07.2026 в 15:03"
260;2;"—";242;"84 85 73";0;"На рассмотрении";1283831;"01.07.2026 в 23:22"
261;1;"—";242;"84 85 73";0;"На рассмотрении";1295031;"30.06.2026 в 06:55"
262;1;"—";242;"82 85 75";0;"На рассмотрении";1302026;"30.06.2026 в 09:44"
263;4;"—";242;"84 77 81";0;"Участвуете в конкурсе";1348481;"30.06.2026 в 17:44"
264;4;"—";242;"78 83 81";0;"На рассмотрении";1410852;"01.07.2026 в 14:55"
265;3;"—";242;"76 80 86";0;"На рассмотрении";1447190;"02.07.2026 в 04:04"
266;1;"—";242;"84 85 73";0;"На рассмотрении";1463327;"02.07.2026 в 10:57"
267;5;"—";242;"82 93 67";0;"На рассмотрении";1509426;"02.07.2026 в 19:16"
268;4;"—";242;"82 77 83";0;"Передано в вуз";1540414;"05.07.2026 в 13:31"
269;2;"—";242;"84 75 83";0;"На рассмотрении";1549565;"03.07.2026 в 17:03"
270;2;"—";242;"84 72 86";0;"На рассмотрении";1562587;"03.07.2026 в 18:01"
271;3;"—";242;"82 88 72";0;"На рассмотрении";1576357;"03.07.2026 в 19:03"
272;2;"—";242;"80 85 73";4;"На рассмотрении";1165661;"27.06.2026 в 11:55"
273;3;"—";241;"78 88 75";0;"На рассмотрении";1008665;"29.06.2026 в 21:38"
274;2;"—";241;"82 78 81";0;"На рассмотрении";1219211;"29.06.2026 в 21:06"
275;2;"—";241;"80 88 73";0;"На рассмотрении";1337815;"03.07.2026 в 07:24"
276;2;"—";241;"84 88 69";0;"На рассмотрении";1341258;"04.07.2026 в 14:04"
277;3;"—";241;"84 85 72";0;"На рассмотрении";1351165;"30.06.2026 в 18:27"
278;5;"—";241;"78 77 86";0;"Участвуете в конкурсе";1372982;"01.07.2026 в 08:18"
279;3;"—";241;"88 90 63";0;"На рассмотрении";1449996;"02.07.2026 в 07:24"
280;1;"—";241;"82 86 73";0;"На рассмотрении";1451699;"02.07.2026 в 08:20"
281;3;"—";241;"78 88 75";0;"На рассмотрении";1512065;"02.07.2026 в 20:08"
282;2;"—";241;"82 84 75";0;"На рассмотрении";1521117;"02.07.2026 в 23:56"
283;4;"—";241;"80 78 83";0;"На рассмотрении";1532807;"03.07.2026 в 10:01"
284;2;"—";241;"80 80 81";0;"На рассмотрении";1536082;"03.07.2026 в 10:38"
285;3;"—";241;"78 80 83";0;"На рассмотрении";1588182;"04.07.2026 в 20:00"
286;2;"—";241;"86 85 70";0;"На рассмотрении";1614186;"04.07.2026 в 15:47"
287;4;"—";241;"84 68 86";3;"На рассмотрении";1183615;"28.06.2026 в 08:31"
288;4;"—";241;"78 86 67";10;"Участвуете в конкурсе";1159784;"27.06.2026 в 06:26"
289;3;"—";241;"82 80 69";10;"На рассмотрении";1448109;"02.07.2026 в 05:47"
290;2;"—";240;"80 88 72";0;"На рассмотрении";1013521;"22.06.2026 в 10:09"
291;1;"—";240;"80 85 75";0;"На рассмотрении";1231064;"29.06.2026 в 21:10"
292;3;"—";240;"88 82 70";0;"На рассмотрении";1276211;"01.07.2026 в 14:13"
293;3;"—";240;"74 85 81";0;"На рассмотрении";1281163;"02.07.2026 в 10:13"
294;4;"—";240;"84 78 78";0;"На рассмотрении";1317284;"30.06.2026 в 18:30"
295;2;"—";240;"82 80 78";0;"На рассмотрении";1345999;"30.06.2026 в 17:08"
