"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
42;4;"—";266;"88 92 86";0;"На рассмотрении";978877;"20.06.2026 в 18:01"
43;3;"—";266;"84 88 94";0;"На рассмотрении";1346866;"30.06.2026 в 17:20"
44;3;"—";264;"90 88 86";0;"На рассмотрении";1223895;"29.06.2026 в 21:04"
45;4;"—";264;"88 79 97";0;"На рассмотрении";1413524;"04.07.2026 в 05:30"
46;4;"—";264;"98 85 81";0;"На рассмотрении";1573179;"03.07.2026 в 18:46"
47;4;"—";264;"96 90 78";0;"На рассмотрении";1606453;"04.07.2026 в 13:15"
48;1;"—";264;"90 75 89";10;"На рассмотрении";1184619;"28.06.2026 в 08:56"
49;2;"—";264;"90 78 86";10;"На рассмотрении";1248476;"29.06.2026 в 21:28"
50;3;"—";263;"84 90 89";0;"На рассмотрении";1450940;"02.07.2026 в 07:57"
51;4;"—";263;"88 79 86";10;"Конкурсная группа исключена";1233618;"29.06.2026 в 21:12"
52;1;"—";263;"84 83 86";10;"На рассмотрении";1245971;"29.06.2026 в 21:25"
53;4;"—";263;"84 88 81";10;"На рассмотрении";1254832;"29.06.2026 в 21:35"
54;1;"—";262;"82 84 86";10;"Участвуете в конкурсе";1144419;"26.06.2026 в 12:48"
55;4;"—";262;"80 83 89";10;"На рассмотрении";1209296;"28.06.2026 в 20:33"
56;4;"—";262;"90 79 83";10;"На рассмотрении";1263648;"29.06.2026 в 21:48"
57;1;"—";261;"88 82 91";0;"На рассмотрении";1394472;"01.07.2026 в 13:12"
58;4;"—";261;"88 95 78";0;"На рассмотрении";1476803;"02.07.2026 в 13:02"
59;2;"—";261;"92 90 69";10;"Участвуете в конкурсе";1283369;"29.06.2026 в 22:01"
60;4;"—";260;"95 96 69";0;"Участвуете в конкурсе";1281739;"29.06.2026 в 22:00"
61;4;"—";260;"94 93 73";0;"На рассмотрении";1301370;"02.07.2026 в 16:19"
62;2;"—";260;"94 80 86";0;"На рассмотрении";1577629;"03.07.2026 в 19:22"
63;2;"—";260;"82 98 70";10;"На рассмотрении";959204;"20.06.2026 в 11:53"
64;4;"—";260;"96 76 78";10;"На рассмотрении";1294926;"30.06.2026 в 06:37"
65;1;"—";259;"94 95 70";0;"На рассмотрении";1022300;"02.07.2026 в 15:36"
66;4;"Электронное";259;"86 90 83";0;"На рассмотрении";1455621;"02.07.2026 в 09:35"
67;2;"—";258;"84 88 86";0;"На рассмотрении";1191700;"28.06.2026 в 13:10"
68;4;"—";258;"95 80 83";0;"На рассмотрении";1255309;"30.06.2026 в 13:40"
69;4;"Электронное";258;"92 85 81";0;"На рассмотрении";1259728;"29.06.2026 в 21:42"
70;4;"—";258;"82 83 89";4;"На рассмотрении";1193950;"28.06.2026 в 14:03"
71;3;"—";258;"84 83 81";10;"Участвуете в конкурсе";1249771;"29.06.2026 в 21:29"
72;4;"—";257;"84 90 83";0;"На рассмотрении";1218169;"01.07.2026 в 18:47"
73;3;"—";257;"86 82 89";0;"На рассмотрении";1374755;"01.07.2026 в 09:00"
74;5;"—";257;"92 95 70";0;"На рассмотрении";1385051;"01.07.2026 в 11:04"
75;2;"—";257;"88 83 86";0;"На рассмотрении";1544731;"03.07.2026 в 16:21"
76;3;"—";257;"84 90 83";0;"На рассмотрении";1601501;"04.07.2026 в 11:57"
77;2;"—";257;"86 80 81";10;"На рассмотрении";1174250;"27.06.2026 в 17:14"
78;4;"—";257;"86 83 78";10;"На рассмотрении";1223081;"29.06.2026 в 21:04"
79;2;"—";256;"95 88 73";0;"На рассмотрении";1190764;"28.06.2026 в 12:47"
80;5;"—";256;"80 90 86";0;"На рассмотрении";1378627;"01.07.2026 в 09:57"
81;3;"—";256;"94 90 72";0;"На рассмотрении";1509835;"02.07.2026 в 19:25"
82;3;"—";256;"80 90 86";0;"На рассмотрении";1590818;"04.07.2026 в 08:47"
83;2;"—";256;"95 83 78";0;"На рассмотрении";1628024;"05.07.2026 в 00:57"
84;5;"—";256;"88 85 83";0;"Передано в вуз";1632536;"05.07.2026 в 11:29"
85;4;"—";256;"86 88 72";10;"Участвуете в конкурсе";1182376;"28.06.2026 в 01:14"
86;4;"—";256;"84 90 72";10;"На рассмотрении";1316371;"30.06.2026 в 12:14"
87;2;"—";255;"84 88 83";0;"На рассмотрении";1253955;"29.06.2026 в 21:34"
88;1;"—";255;"88 76 91";0;"На рассмотрении";1422327;"01.07.2026 в 16:53"
89;3;"—";255;"80 94 81";0;"На рассмотрении";1496398;"02.07.2026 в 16:05"
90;4;"—";255;"86 85 81";3;"На рассмотрении";1188294;"28.06.2026 в 11:36"
91;4;"—";255;"94 84 73";4;"На рассмотрении";1232501;"29.06.2026 в 21:11"
92;4;"—";255;"84 75 86";10;"На рассмотрении";1186375;"28.06.2026 в 10:30"
93;2;"—";255;"82 88 75";10;"Участвуете в конкурсе";1186937;"28.06.2026 в 10:52"
94;2;"—";255;"76 86 83";10;"На рассмотрении";1282701;"30.06.2026 в 09:45"
95;3;"—";254;"80 93 81";0;"Участвуете в конкурсе";1000109;"21.06.2026 в 18:18"
96;4;"—";254;"90 92 72";0;"Участвуете в конкурсе";1170665;"27.06.2026 в 14:47"
97;5;"—";254;"78 85 91";0;"На рассмотрении";1182932;"01.07.2026 в 08:08"
98;3;"—";254;"84 92 78";0;"На рассмотрении";1524807;"03.07.2026 в 06:36"
99;2;"—";254;"88 80 86";0;"На рассмотрении";1530926;"03.07.2026 в 09:35"
100;5;"Электронное";253;"80 90 83";0;"Участвуете в конкурсе";1269249;"29.06.2026 в 21:54"
101;4;"—";253;"82 90 81";0;"На рассмотрении";1297491;"30.06.2026 в 16:38"
102;3;"—";253;"96 96 61";0;"На рассмотрении";1337966;"30.06.2026 в 15:34"
103;2;"—";253;"84 80 89";0;"На рассмотрении";1414348;"01.07.2026 в 15:27"
104;5;"—";253;"84 80 89";0;"На рассмотрении";1472737;"02.07.2026 в 12:24"
105;1;"—";253;"90 88 75";0;"На рассмотрении";1493829;"02.07.2026 в 15:39"
106;4;"—";253;"86 78 89";0;"На рассмотрении";1497561;"02.07.2026 в 16:20"
107;5;"—";253;"84 88 81";0;"На рассмотрении";1505654;"02.07.2026 в 18:07"
108;4;"—";253;"82 85 86";0;"На рассмотрении";1515470;"02.07.2026 в 21:18"
109;1;"—";253;"84 83 86";0;"На рассмотрении";1576779;"03.07.2026 в 19:06"
110;1;"—";253;"88 90 75";0;"На рассмотрении";1595770;"04.07.2026 в 10:31"
111;5;"—";253;"82 88 83";0;"На рассмотрении";1611339;"04.07.2026 в 14:46"
112;5;"—";253;"72 80 91";10;"На рассмотрении";1014334;"22.06.2026 в 10:24"
113;1;"—";253;"80 80 83";10;"На рассмотрении";1216260;"29.06.2026 в 02:50"
114;3;"—";252;"86 85 81";0;"Конкурсная группа исключена";1048018;"27.06.2026 в 07:48"
115;4;"—";252;"86 88 78";0;"На рассмотрении";1204474;"01.07.2026 в 19:05"
116;1;"—";252;"90 76 86";0;"На рассмотрении";1358278;"30.06.2026 в 20:39"
117;4;"Электронное";252;"92 77 83";0;"Участвуете в конкурсе";1473425;"02.07.2026 в 12:30"
118;5;"—";252;"88 94 70";0;"На рассмотрении";1579909;"03.07.2026 в 20:22"
119;5;"—";252;"78 78 86";10;"На рассмотрении";1263148;"29.06.2026 в 21:47"
120;4;"—";251;"82 80 89";0;"На рассмотрении";1212430;"04.07.2026 в 12:14"
121;4;"—";251;"88 85 78";0;"На рассмотрении";1304043;"30.06.2026 в 10:11"
122;1;"—";251;"90 88 73";0;"На рассмотрении";1472220;"02.07.2026 в 12:22"
123;4;"—";251;"82 88 81";0;"На рассмотрении";1571315;"03.07.2026 в 18:37"
124;3;"—";250;"95 80 75";0;"Передано в вуз";1167545;"05.07.2026 в 12:17"
125;3;"—";250;"82 90 78";0;"На рассмотрении";1283380;"29.06.2026 в 22:01"
126;3;"—";250;"82 95 73";0;"На рассмотрении";1344099;"30.06.2026 в 16:43"
127;4;"Электронное";250;"97 75 78";0;"На рассмотрении";1422793;"01.07.2026 в 16:59"
128;4;"—";250;"84 88 78";0;"На рассмотрении";1426277;"01.07.2026 в 17:48"
129;4;"—";250;"92 88 70";0;"На рассмотрении";1440279;"02.07.2026 в 22:52"
130;1;"—";250;"84 100 66";0;"На рассмотрении";1453352;"02.07.2026 в 08:59"
131;2;"—";250;"76 96 78";0;"На рассмотрении";1477562;"04.07.2026 в 08:18"
132;5;"—";250;"92 83 75";0;"На рассмотрении";1488027;"02.07.2026 в 14:43"
133;2;"—";250;"92 88 70";0;"На рассмотрении";1508293;"02.07.2026 в 18:55"
134;2;"—";250;"82 85 83";0;"На рассмотрении";1536645;"03.07.2026 в 10:44"
135;4;"—";250;"78 83 89";0;"На рассмотрении";1617553;"04.07.2026 в 17:14"
136;5;"—";250;"86 85 69";10;"На рассмотрении";1220164;"29.06.2026 в 07:54"
137;5;"—";250;"82 80 78";10;"На рассмотрении";1279557;"29.06.2026 в 21:59"
138;1;"—";249;"86 72 91";0;"На рассмотрении";1199688;"05.07.2026 в 04:43"
139;4;"—";249;"86 80 83";0;"На рассмотрении";1202594;"28.06.2026 в 17:29"
140;1;"—";249;"92 90 67";0;"На рассмотрении";1243170;"30.06.2026 в 13:39"
141;5;"—";249;"84 82 83";0;"На рассмотрении";1247944;"30.06.2026 в 14:19"
142;1;"—";249;"86 80 83";0;"На рассмотрении";1261609;"29.06.2026 в 21:45"
143;1;"—";249;"84 90 75";0;"На рассмотрении";1356601;"30.06.2026 в 20:04"
144;2;"—";249;"92 85 72";0;"На рассмотрении";1371357;"01.07.2026 в 07:23"
145;4;"—";249;"78 85 86";0;"На рассмотрении";1439692;"01.07.2026 в 21:47"
146;5;"—";249;"80 86 83";0;"На рассмотрении";1476133;"02.07.2026 в 12:55"
147;2;"Электронное";249;"84 79 86";0;"На рассмотрении";1484661;"02.07.2026 в 14:13"
148;1;"—";249;"92 90 67";0;"На рассмотрении";1505417;"02.07.2026 в 18:04"
149;5;"—";249;"86 88 75";0;"Передано в вуз";1631972;"05.07.2026 в 11:03"
150;1;"—";249;"82 85 75";7;"На рассмотрении";1263324;"29.06.2026 в 21:47"
151;1;"—";249;"76 72 91";10;"На рассмотрении";1190304;"28.06.2026 в 12:35"
152;1;"—";248;"86 92 70";0;"На рассмотрении";1188709;"28.06.2026 в 11:49"
153;4;"—";248;"95 72 81";0;"На рассмотрении";1219549;"29.06.2026 в 08:24"
154;1;"—";248;"84 83 81";0;"На рассмотрении";1319847;"30.06.2026 в 12:45"
155;5;"—";248;"96 83 69";0;"На рассмотрении";1335753;"30.06.2026 в 15:22"
156;2;"—";248;"84 92 72";0;"На рассмотрении";1348014;"03.07.2026 в 08:03"
157;5;"—";248;"84 75 89";0;"На рассмотрении";1421308;"01.07.2026 в 16:41"
158;1;"—";248;"86 90 72";0;"На рассмотрении";1494974;"02.07.2026 в 15:50"
159;4;"—";248;"78 90 70";10;"На рассмотрении";1010093;"22.06.2026 в 08:44"
160;3;"—";247;"76 88 83";0;"На рассмотрении";1113324;"25.06.2026 в 10:31"
161;1;"—";247;"84 77 86";0;"На рассмотрении";1137447;"28.06.2026 в 14:26"
162;3;"—";247;"82 90 75";0;"На рассмотрении";1218012;"30.06.2026 в 19:38"
163;3;"—";247;"86 78 83";0;"На рассмотрении";1386921;"03.07.2026 в 18:24"
164;3;"—";247;"80 92 75";0;"На рассмотрении";1594488;"04.07.2026 в 10:10"
165;1;"—";246;"90 78 78";0;"На рассмотрении";1228453;"01.07.2026 в 19:11"
166;1;"—";246;"82 70 94";0;"На рассмотрении";1344266;"30.06.2026 в 16:45"
167;4;"—";246;"94 88 64";0;"На рассмотрении";1348100;"30.06.2026 в 17:37"
168;4;"—";246;"86 88 72";0;"Передано в вуз";1397753;"05.07.2026 в 12:41"
169;3;"—";246;"90 84 72";0;"На рассмотрении";1504538;"02.07.2026 в 17:50"
170;2;"—";246;"84 80 72";10;"На рассмотрении";1201545;"28.06.2026 в 17:39"
171;1;"Электронное";245;"84 80 81";0;"На рассмотрении";1111555;"25.06.2026 в 09:36"
172;2;"—";245;"84 80 81";0;"На рассмотрении";1163152;"01.07.2026 в 07:25"
173;5;"—";245;"74 80 91";0;"Конкурсная группа исключена";1185330;"28.06.2026 в 09:40"
174;5;"—";245;"84 88 73";0;"На рассмотрении";1188470;"02.07.2026 в 18:31"
175;4;"—";245;"86 93 66";0;"На рассмотрении";1347761;"30.06.2026 в 17:33"
176;5;"—";245;"84 83 78";0;"На рассмотрении";1373353;"03.07.2026 в 08:03"
177;3;"—";245;"82 94 69";0;"На рассмотрении";1402333;"01.07.2026 в 13:40"
178;4;"—";245;"84 80 81";0;"На рассмотрении";1557939;"03.07.2026 в 17:35"
179;5;"—";245;"84 75 86";0;"На рассмотрении";1629219;"05.07.2026 в 06:54"
180;3;"—";245;"86 85 70";4;"На рассмотрении";1156751;"29.06.2026 в 21:54"
181;1;"—";245;"82 78 75";10;"Конкурсная группа исключена";943722;"20.06.2026 в 08:20"
182;4;"—";245;"82 80 73";10;"На рассмотрении";1258518;"29.06.2026 в 21:40"
183;3;"—";244;"86 83 75";0;"На рассмотрении";1304346;"30.06.2026 в 10:14"
184;2;"—";244;"78 80 86";0;"На рассмотрении";1597103;"04.07.2026 в 10:52"
185;5;"—";244;"86 85 73";0;"На рассмотрении";1616145;"04.07.2026 в 16:36"
186;4;"—";244;"82 79 83";0;"На рассмотрении";1619584;"04.07.2026 в 18:15"
187;3;"—";244;"80 83 81";0;"На рассмотрении";1628874;"05.07.2026 в 05:12"
188;1;"Электронное";243;"84 73 86";0;"На рассмотрении";1166504;"27.06.2026 в 12:23"
189;3;"—";243;"80 80 83";0;"На рассмотрении";1232375;"29.06.2026 в 21:11"
190;2;"—";243;"82 86 75";0;"Участвуете в конкурсе";1313792;"30.06.2026 в 11:50"
191;5;"—";243;"80 88 75";0;"На рассмотрении";1383107;"01.07.2026 в 10:46"
192;2;"—";243;"84 76 73";10;"На рассмотрении";1122838;"28.06.2026 в 10:06"
193;2;"—";243;"74 78 81";10;"На рассмотрении";1237184;"29.06.2026 в 21:15"
194;5;"—";242;"78 83 81";0;"Участвуете в конкурсе";977400;"27.06.2026 в 09:30"
195;5;"Бумажное";242;"84 83 75";0;"На рассмотрении";1135750;"26.06.2026 в 07:49"
196;4;"—";242;"84 85 73";0;"На рассмотрении";1241928;"29.06.2026 в 21:20"
197;3;"—";242;"84 85 73";0;"На рассмотрении";1283831;"01.07.2026 в 23:22"
198;4;"—";242;"82 85 75";0;"На рассмотрении";1302026;"30.06.2026 в 09:44"
199;3;"—";242;"94 70 78";0;"Участвуете в конкурсе";1340545;"30.06.2026 в 16:13"
200;1;"—";242;"78 83 81";0;"На рассмотрении";1410852;"01.07.2026 в 14:55"
201;4;"—";242;"84 85 73";0;"На рассмотрении";1463327;"02.07.2026 в 10:57"
202;2;"—";242;"82 93 67";0;"На рассмотрении";1509426;"02.07.2026 в 19:16"
203;5;"—";242;"82 77 83";0;"Передано в вуз";1540414;"05.07.2026 в 13:31"
204;3;"—";242;"84 75 83";0;"На рассмотрении";1549565;"03.07.2026 в 17:03"
205;4;"—";242;"82 88 72";0;"На рассмотрении";1576357;"03.07.2026 в 19:03"
206;1;"—";242;"76 84 72";10;"На рассмотрении";950593;"30.06.2026 в 04:33"
207;4;"—";241;"82 78 81";0;"На рассмотрении";1219211;"29.06.2026 в 21:06"
208;4;"—";241;"80 88 73";0;"На рассмотрении";1337815;"03.07.2026 в 07:24"
209;5;"—";241;"84 88 69";0;"На рассмотрении";1341258;"04.07.2026 в 14:04"
210;5;"—";241;"88 90 63";0;"На рассмотрении";1449996;"02.07.2026 в 07:24"
211;2;"—";241;"78 88 75";0;"На рассмотрении";1512065;"02.07.2026 в 20:08"
212;3;"—";241;"82 84 75";0;"На рассмотрении";1521117;"02.07.2026 в 23:56"
213;1;"—";241;"80 78 83";0;"На рассмотрении";1532807;"03.07.2026 в 10:01"
214;1;"—";241;"78 80 83";0;"На рассмотрении";1588182;"04.07.2026 в 20:00"
215;3;"Электронное";241;"84 76 81";0;"На рассмотрении";1588877;"05.07.2026 в 07:08"
216;1;"—";241;"74 80 83";4;"На рассмотрении";1112586;"30.06.2026 в 10:53"
217;5;"—";241;"78 86 67";10;"Участвуете в конкурсе";1159784;"27.06.2026 в 06:26"
218;2;"—";241;"82 80 69";10;"На рассмотрении";1448109;"02.07.2026 в 05:47"
219;4;"—";240;"88 80 72";0;"На рассмотрении";1052072;"01.07.2026 в 12:34"
220;2;"—";240;"80 85 75";0;"На рассмотрении";1231064;"29.06.2026 в 21:10"
221;5;"—";240;"88 82 70";0;"На рассмотрении";1276211;"01.07.2026 в 14:13"
222;4;"—";240;"82 80 78";0;"На рассмотрении";1345999;"30.06.2026 в 17:08"
223;1;"—";240;"84 75 81";0;"На рассмотрении";1509623;"02.07.2026 в 19:20"
224;1;"—";240;"92 76 72";0;"На рассмотрении";1515869;"02.07.2026 в 21:27"
225;3;"—";240;"82 85 73";0;"На рассмотрении";1622447;"04.07.2026 в 19:55"
226;1;"—";240;"84 83 73";0;"На рассмотрении";1622667;"04.07.2026 в 20:31"
227;4;"—";240;"88 78 64";10;"На рассмотрении";1201496;"28.06.2026 в 17:00"
228;5;"—";239;"76 85 78";0;"На рассмотрении";995956;"21.06.2026 в 14:48"
229;5;"—";239;"78 78 83";0;"На рассмотрении";1369107;"01.07.2026 в 05:19"
230;5;"—";239;"70 83 86";0;"На рассмотрении";1409272;"01.07.2026 в 14:41"
231;1;"—";239;"88 88 63";0;"На рассмотрении";1431952;"03.07.2026 в 20:21"
232;1;"—";239;"86 80 73";0;"На рассмотрении";1503957;"02.07.2026 в 17:41"
233;5;"—";239;"76 80 83";0;"На рассмотрении";1574260;"03.07.2026 в 18:51"
234;5;"—";239;"80 83 69";7;"На рассмотрении";1202340;"28.06.2026 в 19:17"
235;3;"—";239;"76 72 81";10;"На рассмотрении";1186466;"28.06.2026 в 10:34"
236;4;"—";238;"86 85 67";0;"На рассмотрении";1186301;"02.07.2026 в 18:34"
237;1;"—";238;"88 77 73";0;"На рассмотрении";1308293;"30.06.2026 в 13:40"
238;1;"—";238;"82 70 86";0;"На рассмотрении";1373645;"01.07.2026 в 08:35"
239;3;"—";238;"82 90 66";0;"На рассмотрении";1432276;"01.07.2026 в 19:29"
240;1;"—";238;"82 75 81";0;"На рассмотрении";1451715;"02.07.2026 в 09:15"
241;2;"—";238;"72 80 86";0;"На рассмотрении";1553698;"03.07.2026 в 18:16"
242;4;"—";238;"80 73 75";10;"На рассмотрении";1165009;"29.06.2026 в 21:05"
243;5;"—";237;"97 73 67";0;"На рассмотрении";1217542;"29.06.2026 в 05:47"
244;1;"—";237;"82 80 75";0;"На рассмотрении";1341155;"30.06.2026 в 16:08"
245;1;"—";237;"88 80 69";0;"На рассмотрении";1429764;"01.07.2026 в 18:44"
246;4;"Электронное";237;"78 68 91";0;"Участвуете в конкурсе";1448296;"02.07.2026 в 06:01"
247;4;"—";237;"74 84 69";10;"На рассмотрении";1248821;"29.06.2026 в 21:28"
248;3;"—";236;"88 65 83";0;"Участвуете в конкурсе";1091458;"30.06.2026 в 19:36"
249;1;"—";236;"90 79 67";0;"На рассмотрении";1108751;"25.06.2026 в 06:31"
250;4;"—";236;"78 80 78";0;"На рассмотрении";1185106;"28.06.2026 в 09:27"
251;4;"—";236;"76 85 75";0;"На рассмотрении";1195053;"28.06.2026 в 14:29"
252;4;"—";236;"84 85 67";0;"На рассмотрении";1301829;"01.07.2026 в 12:48"
253;4;"—";236;"90 76 70";0;"На рассмотрении";1312939;"30.06.2026 в 11:42"
254;1;"—";236;"88 73 75";0;"На рассмотрении";1335441;"30.06.2026 в 15:21"
255;1;"—";236;"78 75 83";0;"На рассмотрении";1349366;"03.07.2026 в 19:32"
256;1;"—";236;"90 71 75";0;"На рассмотрении";1395669;"01.07.2026 в 12:40"
257;5;"—";236;"88 70 78";0;"На рассмотрении";1410095;"02.07.2026 в 23:04"
258;4;"Электронное";236;"90 77 69";0;"Участвуете в конкурсе";1473105;"02.07.2026 в 12:27"
259;3;"—";235;"88 80 67";0;"Участвуете в конкурсе";1054766;"29.06.2026 в 21:40"
260;5;"—";235;"82 83 70";0;"На рассмотрении";1169112;"27.06.2026 в 13:51"
261;4;"Электронное";235;"74 72 89";0;"Участвуете в конкурсе";1192648;"28.06.2026 в 13:33"
262;5;"—";235;"82 72 81";0;"На рассмотрении";1508105;"02.07.2026 в 18:52"
263;5;"—";235;"90 70 75";0;"На рассмотрении";1621532;"04.07.2026 в 19:21"
264;5;"—";235;"76 71 78";10;"Участвуете в конкурсе";1189422;"28.06.2026 в 12:10"
265;1;"Бумажное";235;"76 71 78";10;"На рассмотрении";1269933;"29.06.2026 в 21:55"
266;4;"—";234;"70 83 81";0;"На рассмотрении";1250830;"29.06.2026 в 21:30"
267;3;"—";234;"86 78 70";0;"На рассмотрении";1325178;"30.06.2026 в 13:43"
268;3;"—";234;"86 78 70";0;"На рассмотрении";1402075;"01.07.2026 в 13:37"
269;2;"—";234;"78 83 73";0;"На рассмотрении";1428378;"01.07.2026 в 18:22"
270;2;"—";234;"80 84 70";0;"На рассмотрении";1499995;"02.07.2026 в 16:46"
271;1;"—";234;"84 78 72";0;"На рассмотрении";1522799;"03.07.2026 в 02:22"
272;4;"—";234;"88 73 73";0;"На рассмотрении";1532022;"03.07.2026 в 09:50"
273;1;"—";234;"88 82 60";4;"На рассмотрении";1308718;"30.06.2026 в 11:32"
274;2;"Электронное";234;"82 74 69";9;"На рассмотрении";1268934;"29.06.2026 в 21:54"
275;5;"Электронное";234;"82 76 66";10;"На рассмотрении";1187174;"28.06.2026 в 11:01"
276;3;"—";233;"84 80 69";0;"Конкурсная группа исключена";1176502;"29.06.2026 в 21:05"
277;1;"—";233;"74 84 75";0;"На рассмотрении";1186495;"01.07.2026 в 11:45"
278;5;"—";233;"74 73 86";0;"На рассмотрении";1242926;"01.07.2026 в 09:43"
279;4;"—";233;"82 79 72";0;"На рассмотрении";1249713;"29.06.2026 в 21:29"
280;2;"—";233;"80 80 73";0;"На рассмотрении";1253514;"29.06.2026 в 21:34"
281;3;"—";233;"80 78 75";0;"На рассмотрении";1282340;"01.07.2026 в 09:14"
282;5;"Электронное";233;"84 74 75";0;"Конкурсная группа исключена";1352172;"30.06.2026 в 18:45"
283;5;"—";233;"80 75 78";0;"На рассмотрении";1370699;"01.07.2026 в 06:55"
284;3;"—";233;"78 85 70";0;"Передано в вуз";1416540;"05.07.2026 в 10:38"
285;5;"Электронное";233;"72 83 78";0;"На рассмотрении";1528192;"03.07.2026 в 21:29"
286;3;"—";233;"80 83 70";0;"Конкурсная группа исключена";1532213;"03.07.2026 в 09:53"
287;1;"—";233;"78 82 73";0;"На рассмотрении";1590815;"04.07.2026 в 08:47"
288;1;"—";233;"78 64 81";10;"Конкурсная группа исключена";1160671;"30.06.2026 в 06:01"
289;4;"Электронное";233;"72 70 81";10;"Конкурсная группа исключена";1298913;"30.06.2026 в 08:51"
290;4;"—";232;"74 83 75";0;"На рассмотрении";1181664;"28.06.2026 в 01:01"
291;1;"—";232;"76 83 73";0;"На рассмотрении";1200578;"28.06.2026 в 16:38"
292;5;"—";232;"86 80 66";0;"Конкурсная группа исключена";1222345;"29.06.2026 в 08:51"
293;5;"—";232;"78 73 81";0;"На рассмотрении";1246377;"29.06.2026 в 21:25"
294;4;"—";232;"76 83 73";0;"На рассмотрении";1265451;"29.06.2026 в 21:50"
295;1;"—";232;"84 79 69";0;"На рассмотрении";1426789;"01.07.2026 в 17:56"
