"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
32;2;"—";270;"94 85 91";0;"Участвуете в конкурсе";1428225;"01.07.2026 в 18:19"
33;1;"—";270;"86 88 86";10;"На рассмотрении";1253862;"29.06.2026 в 21:34"
34;3;"—";269;"84 96 89";0;"Конкурсная группа исключена";1234764;"29.06.2026 в 21:12"
35;1;"—";269;"92 88 89";0;"Участвуете в конкурсе";1396695;"01.07.2026 в 12:49"
36;4;"—";269;"82 83 94";10;"На рассмотрении";1240870;"29.06.2026 в 21:19"
37;3;"—";269;"90 88 81";10;"На рассмотрении";1261054;"29.06.2026 в 21:44"
38;1;"—";268;"82 92 94";0;"Участвуете в конкурсе";1385749;"01.07.2026 в 11:11"
39;4;"—";268;"95 90 83";0;"Передано в вуз";1635212;"05.07.2026 в 13:04"
40;3;"—";268;"88 95 75";10;"На рассмотрении";1136548;"26.06.2026 в 08:46"
41;2;"—";267;"80 90 97";0;"На рассмотрении";1389643;"04.07.2026 в 08:52"
42;4;"—";267;"88 93 86";0;"На рассмотрении";1423596;"01.07.2026 в 17:10"
43;3;"—";267;"88 88 81";10;"Участвуете в конкурсе";1234652;"29.06.2026 в 21:12"
44;2;"—";266;"88 92 86";0;"На рассмотрении";978877;"20.06.2026 в 18:01"
45;1;"—";266;"88 95 83";0;"На рассмотрении";1237188;"03.07.2026 в 16:16"
46;4;"—";266;"84 93 89";0;"На рассмотрении";1265358;"29.06.2026 в 21:50"
47;2;"—";266;"84 88 94";0;"На рассмотрении";1346866;"30.06.2026 в 17:20"
48;2;"Электронное";265;"84 92 89";0;"На рассмотрении";1222718;"29.06.2026 в 21:54"
49;4;"—";265;"84 93 78";10;"На рассмотрении";1205036;"28.06.2026 в 18:37"
50;3;"—";264;"88 93 83";0;"На рассмотрении";1350327;"30.06.2026 в 18:13"
51;4;"—";264;"88 90 86";0;"На рассмотрении";1506989;"02.07.2026 в 18:31"
52;3;"—";264;"98 85 81";0;"На рассмотрении";1573179;"03.07.2026 в 18:46"
53;3;"—";264;"96 90 78";0;"На рассмотрении";1606453;"04.07.2026 в 13:15"
54;3;"—";264;"82 78 94";10;"На рассмотрении";1173234;"27.06.2026 в 16:31"
55;4;"—";264;"90 78 86";10;"На рассмотрении";1248476;"29.06.2026 в 21:28"
56;3;"—";263;"84 90 89";0;"Конкурсная группа исключена";1373204;"01.07.2026 в 15:21"
57;1;"—";263;"84 90 89";0;"На рассмотрении";1450940;"02.07.2026 в 07:57"
58;3;"Электронное";263;"90 84 89";0;"На рассмотрении";1488114;"02.07.2026 в 14:44"
59;5;"Электронное";263;"74 90 89";10;"На рассмотрении";1040856;"28.06.2026 в 13:53"
60;3;"—";263;"84 83 86";10;"На рассмотрении";1245971;"29.06.2026 в 21:25"
61;1;"—";263;"84 88 81";10;"На рассмотрении";1254832;"29.06.2026 в 21:35"
62;3;"—";262;"88 80 94";0;"Участвуете в конкурсе";1267214;"30.06.2026 в 17:52"
63;1;"—";262;"88 88 86";0;"На рассмотрении";1346168;"03.07.2026 в 20:26"
64;3;"—";262;"86 85 91";0;"На рассмотрении";1415786;"01.07.2026 в 15:41"
65;1;"—";262;"92 79 91";0;"Участвуете в конкурсе";1424816;"01.07.2026 в 17:26"
66;2;"—";262;"80 83 89";10;"На рассмотрении";1209296;"28.06.2026 в 20:33"
67;1;"—";262;"90 79 83";10;"На рассмотрении";1263648;"29.06.2026 в 21:48"
68;4;"Электронное";261;"84 88 89";0;"Участвуете в конкурсе";1171619;"27.06.2026 в 15:23"
69;1;"—";261;"95 85 81";0;"На рассмотрении";1325666;"01.07.2026 в 18:36"
70;2;"—";260;"86 83 91";0;"На рассмотрении";1266964;"04.07.2026 в 07:24"
71;2;"—";260;"76 95 89";0;"На рассмотрении";1294316;"02.07.2026 в 14:50"
72;2;"—";260;"94 93 73";0;"На рассмотрении";1301370;"02.07.2026 в 16:19"
73;4;"—";260;"94 80 86";0;"На рассмотрении";1577629;"03.07.2026 в 19:22"
74;2;"—";260;"84 90 86";0;"На рассмотрении";1602500;"04.07.2026 в 12:12"
75;3;"—";259;"94 95 70";0;"На рассмотрении";1022300;"02.07.2026 в 15:36"
76;3;"Электронное";259;"86 90 83";0;"На рассмотрении";1455621;"02.07.2026 в 09:35"
77;3;"—";258;"95 80 83";0;"На рассмотрении";1255309;"30.06.2026 в 13:40"
78;1;"—";258;"82 93 83";0;"На рассмотрении";1330395;"30.06.2026 в 14:39"
79;3;"—";258;"84 88 86";0;"На рассмотрении";1358508;"30.06.2026 в 20:44"
80;3;"—";258;"90 85 83";0;"На рассмотрении";1524873;"03.07.2026 в 06:41"
81;1;"—";258;"82 83 89";4;"На рассмотрении";1193950;"28.06.2026 в 14:03"
82;2;"—";258;"84 83 81";10;"Участвуете в конкурсе";1249771;"29.06.2026 в 21:29"
83;2;"—";257;"78 85 94";0;"Конкурсная группа исключена";1201636;"28.06.2026 в 17:04"
84;2;"—";257;"84 90 83";0;"На рассмотрении";1218169;"01.07.2026 в 18:47"
85;3;"—";257;"86 90 81";0;"На рассмотрении";1263440;"01.07.2026 в 18:31"
86;2;"—";257;"92 95 70";0;"На рассмотрении";1385051;"01.07.2026 в 11:04"
87;4;"Электронное";257;"94 90 73";0;"На рассмотрении";1462436;"02.07.2026 в 10:49"
88;4;"—";257;"88 83 86";0;"На рассмотрении";1544731;"03.07.2026 в 16:21"
89;2;"—";257;"84 90 83";0;"На рассмотрении";1601501;"04.07.2026 в 11:57"
90;1;"—";257;"84 80 83";10;"На рассмотрении";1123597;"25.06.2026 в 14:52"
91;1;"—";257;"86 80 81";10;"На рассмотрении";1174250;"27.06.2026 в 17:14"
92;2;"—";257;"86 83 78";10;"На рассмотрении";1223081;"29.06.2026 в 21:04"
93;2;"—";257;"78 83 86";10;"На рассмотрении";1254957;"30.06.2026 в 08:20"
94;4;"—";256;"82 88 86";0;"На рассмотрении";1299021;"02.07.2026 в 08:52"
95;1;"—";256;"80 90 86";0;"На рассмотрении";1378627;"01.07.2026 в 09:57"
96;4;"—";256;"94 90 72";0;"На рассмотрении";1509835;"02.07.2026 в 19:25"
97;2;"—";256;"80 90 86";0;"На рассмотрении";1590818;"04.07.2026 в 08:47"
98;1;"—";256;"95 83 78";0;"На рассмотрении";1628024;"05.07.2026 в 00:57"
99;2;"—";256;"88 90 78";0;"Передано в вуз";1629661;"05.07.2026 в 08:08"
100;2;"—";256;"88 85 83";0;"Передано в вуз";1632536;"05.07.2026 в 11:29"
101;3;"—";255;"86 88 81";0;"На рассмотрении";1286299;"03.07.2026 в 20:53"
102;2;"—";255;"84 90 81";0;"На рассмотрении";1346781;"30.06.2026 в 17:18"
103;1;"—";255;"86 94 75";0;"На рассмотрении";1464605;"02.07.2026 в 11:09"
104;2;"—";255;"84 85 86";0;"На рассмотрении";1493030;"02.07.2026 в 15:31"
105;1;"—";255;"80 94 81";0;"На рассмотрении";1496398;"02.07.2026 в 16:05"
106;2;"—";255;"86 83 86";0;"На рассмотрении";1602251;"05.07.2026 в 07:06"
107;2;"—";255;"86 88 81";0;"На рассмотрении";1602835;"04.07.2026 в 12:18"
108;2;"—";255;"86 85 81";3;"На рассмотрении";1188294;"28.06.2026 в 11:36"
109;1;"—";255;"74 80 91";10;"На рассмотрении";1185330;"28.06.2026 в 09:40"
110;3;"—";255;"84 75 86";10;"На рассмотрении";1186375;"28.06.2026 в 10:30"
111;4;"—";255;"82 88 75";10;"Участвуете в конкурсе";1186937;"28.06.2026 в 10:52"
112;2;"—";254;"80 93 81";0;"Участвуете в конкурсе";1000109;"21.06.2026 в 18:18"
113;3;"—";254;"78 85 91";0;"На рассмотрении";1182932;"01.07.2026 в 08:08"
114;2;"—";254;"82 83 89";0;"На рассмотрении";1317950;"30.06.2026 в 20:50"
115;3;"—";254;"88 80 86";0;"На рассмотрении";1530926;"03.07.2026 в 09:35"
116;4;"—";254;"82 83 89";0;"На рассмотрении";1541269;"03.07.2026 в 14:01"
117;3;"Электронное";253;"80 90 83";0;"Участвуете в конкурсе";1269249;"29.06.2026 в 21:54"
118;1;"—";253;"82 90 81";0;"На рассмотрении";1297491;"30.06.2026 в 16:38"
119;3;"—";253;"82 90 81";0;"На рассмотрении";1326209;"30.06.2026 в 13:54"
120;1;"—";253;"86 92 75";0;"На рассмотрении";1453315;"02.07.2026 в 08:58"
121;2;"—";253;"90 88 75";0;"На рассмотрении";1493829;"02.07.2026 в 15:39"
122;2;"—";253;"86 78 89";0;"На рассмотрении";1497561;"02.07.2026 в 16:20"
123;2;"—";253;"84 88 81";0;"На рассмотрении";1505654;"02.07.2026 в 18:07"
124;2;"—";253;"82 85 86";0;"На рассмотрении";1515470;"02.07.2026 в 21:18"
125;3;"—";253;"82 85 86";0;"На рассмотрении";1579978;"03.07.2026 в 20:24"
126;5;"—";253;"88 90 75";0;"На рассмотрении";1595770;"04.07.2026 в 10:31"
127;2;"—";253;"82 88 83";0;"На рассмотрении";1611339;"04.07.2026 в 14:46"
128;3;"—";253;"76 78 89";10;"На рассмотрении";1255572;"29.06.2026 в 21:36"
129;2;"—";253;"80 80 83";10;"На рассмотрении";1295831;"30.06.2026 в 10:17"
130;1;"—";252;"86 85 81";0;"Конкурсная группа исключена";1048018;"27.06.2026 в 07:48"
131;2;"—";252;"84 93 75";0;"На рассмотрении";1198851;"28.06.2026 в 20:01"
132;2;"—";252;"86 88 78";0;"На рассмотрении";1204474;"29.06.2026 в 07:39"
133;1;"Электронное";252;"92 77 83";0;"Участвуете в конкурсе";1473425;"02.07.2026 в 12:30"
134;3;"—";252;"92 93 67";0;"На рассмотрении";1500184;"02.07.2026 в 16:48"
135;3;"—";252;"94 80 78";0;"На рассмотрении";1576110;"03.07.2026 в 19:02"
136;4;"—";252;"88 94 70";0;"На рассмотрении";1579909;"03.07.2026 в 20:22"
137;2;"—";252;"78 78 86";10;"На рассмотрении";1263148;"29.06.2026 в 21:47"
138;2;"—";251;"82 80 89";0;"На рассмотрении";1212430;"04.07.2026 в 12:14"
139;3;"—";251;"88 85 78";0;"На рассмотрении";1304043;"30.06.2026 в 10:11"
140;4;"—";251;"78 90 83";0;"На рассмотрении";1330740;"30.06.2026 в 15:15"
141;2;"Электронное";251;"82 75 94";0;"Участвуете в конкурсе";1349278;"30.06.2026 в 17:56"
142;2;"—";251;"94 85 72";0;"На рассмотрении";1450023;"02.07.2026 в 07:25"
143;3;"—";251;"90 88 73";0;"На рассмотрении";1472220;"02.07.2026 в 12:22"
144;2;"—";251;"82 88 81";0;"На рассмотрении";1571315;"03.07.2026 в 18:37"
145;2;"—";251;"86 84 81";0;"На рассмотрении";1575640;"03.07.2026 в 18:59"
146;2;"—";251;"86 80 75";10;"На рассмотрении";994279;"29.06.2026 в 07:51"
147;5;"—";250;"95 80 75";0;"Передано в вуз";1167545;"05.07.2026 в 12:17"
148;2;"—";250;"82 90 78";0;"На рассмотрении";1283380;"29.06.2026 в 22:01"
149;2;"—";250;"82 95 73";0;"На рассмотрении";1344099;"30.06.2026 в 16:43"
150;2;"—";250;"84 93 73";0;"На рассмотрении";1403554;"01.07.2026 в 13:51"
151;1;"Электронное";250;"97 75 78";0;"На рассмотрении";1422793;"01.07.2026 в 16:59"
152;2;"—";250;"84 88 78";0;"На рассмотрении";1426277;"01.07.2026 в 17:48"
153;3;"—";250;"92 88 70";0;"На рассмотрении";1440279;"02.07.2026 в 22:52"
154;4;"—";250;"76 96 78";0;"На рассмотрении";1477562;"04.07.2026 в 08:18"
155;2;"—";250;"92 83 75";0;"На рассмотрении";1488027;"02.07.2026 в 14:43"
156;1;"—";250;"92 88 70";0;"На рассмотрении";1508293;"02.07.2026 в 18:55"
157;3;"—";250;"82 85 83";0;"На рассмотрении";1536645;"03.07.2026 в 10:44"
158;2;"—";250;"78 83 89";0;"На рассмотрении";1617553;"04.07.2026 в 17:14"
159;3;"—";250;"86 85 69";10;"На рассмотрении";1220164;"29.06.2026 в 07:54"
160;3;"—";250;"82 80 78";10;"На рассмотрении";1279557;"29.06.2026 в 21:59"
161;3;"—";249;"86 80 83";0;"На рассмотрении";1202594;"28.06.2026 в 17:29"
162;2;"—";249;"84 82 83";0;"На рассмотрении";1247944;"30.06.2026 в 14:19"
163;2;"—";249;"92 85 72";0;"На рассмотрении";1252899;"29.06.2026 в 21:33"
164;2;"—";249;"86 80 83";0;"На рассмотрении";1261609;"29.06.2026 в 21:45"
165;3;"—";249;"86 74 89";0;"На рассмотрении";1263994;"29.06.2026 в 21:48"
166;3;"—";249;"86 93 70";0;"На рассмотрении";1341311;"30.06.2026 в 16:10"
167;4;"—";249;"84 90 75";0;"На рассмотрении";1356601;"30.06.2026 в 20:04"
168;5;"—";249;"92 85 72";0;"На рассмотрении";1371357;"01.07.2026 в 07:23"
169;3;"—";249;"78 85 86";0;"На рассмотрении";1439692;"01.07.2026 в 21:47"
170;2;"—";249;"80 83 86";0;"На рассмотрении";1468476;"02.07.2026 в 11:45"
171;3;"—";249;"80 86 83";0;"На рассмотрении";1476133;"02.07.2026 в 12:55"
172;3;"Электронное";249;"84 79 86";0;"На рассмотрении";1484661;"02.07.2026 в 14:13"
173;3;"—";249;"84 68 97";0;"На рассмотрении";1595231;"04.07.2026 в 10:22"
174;1;"—";249;"86 88 75";0;"Передано в вуз";1631972;"05.07.2026 в 11:03"
175;3;"—";249;"76 72 91";10;"На рассмотрении";1190304;"28.06.2026 в 12:35"
176;4;"—";248;"86 92 70";0;"На рассмотрении";1188709;"28.06.2026 в 11:49"
177;2;"—";248;"95 72 81";0;"На рассмотрении";1219549;"29.06.2026 в 08:24"
178;2;"—";248;"82 88 78";0;"На рассмотрении";1297060;"30.06.2026 в 08:02"
179;1;"—";248;"82 83 83";0;"На рассмотрении";1313298;"30.06.2026 в 11:45"
180;2;"—";248;"96 83 69";0;"На рассмотрении";1335753;"30.06.2026 в 15:22"
181;1;"—";248;"78 79 91";0;"На рассмотрении";1374113;"01.07.2026 в 08:46"
182;2;"—";248;"84 75 89";0;"На рассмотрении";1421308;"01.07.2026 в 16:41"
183;3;"—";248;"86 90 72";0;"На рассмотрении";1494974;"02.07.2026 в 15:50"
184;5;"Электронное";248;"80 85 83";0;"На рассмотрении";1559594;"03.07.2026 в 17:46"
185;2;"—";248;"78 90 70";10;"На рассмотрении";1010093;"22.06.2026 в 08:44"
186;4;"—";247;"76 88 83";0;"На рассмотрении";1113324;"25.06.2026 в 10:31"
187;2;"—";247;"84 85 78";0;"На рассмотрении";1186886;"30.06.2026 в 06:37"
188;4;"—";247;"82 90 75";0;"На рассмотрении";1218012;"30.06.2026 в 19:38"
189;2;"—";247;"76 78 93";0;"На рассмотрении";1576203;"03.07.2026 в 19:02"
190;3;"—";247;"84 93 70";0;"Передано в вуз";1602215;"05.07.2026 в 12:31"
191;3;"—";246;"84 90 72";0;"Участвуете в конкурсе";1183808;"28.06.2026 в 08:07"
192;1;"—";246;"78 85 83";0;"На рассмотрении";1185487;"28.06.2026 в 09:49"
193;1;"—";246;"86 88 72";0;"На рассмотрении";1236549;"03.07.2026 в 17:11"
194;2;"—";246;"84 90 72";0;"На рассмотрении";1316371;"02.07.2026 в 18:05"
195;2;"—";246;"86 88 72";0;"Участвуете в конкурсе";1349984;"30.06.2026 в 18:08"
196;2;"—";246;"88 83 75";0;"На рассмотрении";1373180;"01.07.2026 в 08:23"
197;2;"—";246;"86 88 72";0;"Передано в вуз";1397753;"05.07.2026 в 12:41"
198;3;"—";246;"80 83 83";0;"На рассмотрении";1422692;"01.07.2026 в 16:58"
199;3;"—";246;"82 83 81";0;"На рассмотрении";1438763;"01.07.2026 в 22:21"
200;3;"—";246;"80 85 81";0;"На рассмотрении";1501129;"02.07.2026 в 17:00"
201;2;"—";246;"86 85 75";0;"На рассмотрении";1530618;"03.07.2026 в 09:30"
202;2;"—";246;"78 95 73";0;"На рассмотрении";1557781;"03.07.2026 в 17:34"
203;4;"—";245;"84 80 81";0;"На рассмотрении";1163152;"01.07.2026 в 07:25"
204;1;"—";245;"84 88 73";0;"На рассмотрении";1188470;"02.07.2026 в 18:31"
205;3;"—";245;"80 90 75";0;"Участвуете в конкурсе";1241908;"29.06.2026 в 21:20"
206;3;"—";245;"84 72 89";0;"Участвуете в конкурсе";1353857;"30.06.2026 в 19:15"
207;3;"—";245;"84 83 78";0;"На рассмотрении";1373353;"03.07.2026 в 08:03"
208;2;"—";245;"82 94 69";0;"На рассмотрении";1402333;"02.07.2026 в 19:44"
209;1;"—";245;"84 80 81";0;"На рассмотрении";1432322;"01.07.2026 в 19:30"
210;2;"—";245;"88 84 73";0;"На рассмотрении";1441555;"01.07.2026 в 22:27"
211;3;"—";245;"76 88 81";0;"На рассмотрении";1466407;"02.07.2026 в 11:26"
212;2;"—";245;"76 80 89";0;"На рассмотрении";1516469;"03.07.2026 в 17:45"
213;3;"—";245;"84 80 81";0;"На рассмотрении";1557939;"03.07.2026 в 17:35"
214;3;"—";245;"84 75 86";0;"На рассмотрении";1629219;"05.07.2026 в 06:54"
215;2;"—";245;"82 85 78";0;"Передано в вуз";1635136;"05.07.2026 в 13:02"
216;2;"—";245;"74 80 81";10;"На рассмотрении";1164918;"27.06.2026 в 11:33"
217;1;"—";245;"82 80 73";10;"На рассмотрении";1258518;"29.06.2026 в 21:40"
218;2;"—";245;"86 74 75";10;"На рассмотрении";1316442;"30.06.2026 в 12:15"
219;3;"—";244;"86 80 78";0;"На рассмотрении";990734;"28.06.2026 в 11:04"
220;3;"—";244;"78 83 83";0;"На рассмотрении";1207771;"28.06.2026 в 19:51"
221;3;"—";244;"84 85 75";0;"На рассмотрении";1235245;"30.06.2026 в 12:27"
222;1;"—";244;"86 83 75";0;"На рассмотрении";1304346;"30.06.2026 в 10:14"
223;3;"Электронное";244;"78 77 89";0;"На рассмотрении";1345933;"30.06.2026 в 17:07"
224;5;"—";244;"86 83 75";0;"На рассмотрении";1514169;"02.07.2026 в 21:22"
225;2;"Электронное";244;"82 79 83";0;"На рассмотрении";1523870;"03.07.2026 в 14:19"
226;4;"Электронное";244;"82 79 83";0;"На рассмотрении";1582186;"03.07.2026 в 21:28"
227;5;"—";244;"78 80 86";0;"На рассмотрении";1597103;"04.07.2026 в 10:52"
228;2;"—";244;"86 85 73";0;"На рассмотрении";1616145;"04.07.2026 в 16:36"
229;2;"—";244;"80 83 81";0;"На рассмотрении";1628874;"05.07.2026 в 05:12"
230;3;"—";243;"74 75 94";0;"На рассмотрении";1184094;"28.06.2026 в 08:09"
231;4;"—";243;"80 80 83";0;"На рассмотрении";1232375;"29.06.2026 в 21:11"
232;3;"—";243;"80 88 75";0;"На рассмотрении";1383107;"01.07.2026 в 10:46"
233;4;"—";243;"74 78 81";10;"На рассмотрении";1237184;"29.06.2026 в 21:15"
234;1;"—";243;"72 78 83";10;"Конкурсная группа исключена";1299399;"30.06.2026 в 09:02"
235;2;"Бумажное";242;"84 83 75";0;"На рассмотрении";1135750;"26.06.2026 в 07:49"
236;2;"—";242;"84 80 78";0;"На рассмотрении";1202730;"28.06.2026 в 17:33"
237;3;"—";242;"84 85 73";0;"На рассмотрении";1241928;"29.06.2026 в 21:20"
238;2;"—";242;"78 83 81";0;"На рассмотрении";1280569;"04.07.2026 в 20:22"
239;2;"—";242;"84 85 73";0;"На рассмотрении";1295031;"30.06.2026 в 06:55"
240;2;"—";242;"82 85 75";0;"На рассмотрении";1302026;"30.06.2026 в 09:44"
241;3;"—";242;"78 83 81";0;"На рассмотрении";1410852;"01.07.2026 в 14:55"
242;2;"—";242;"76 80 86";0;"На рассмотрении";1447190;"02.07.2026 в 04:04"
243;2;"—";242;"84 85 73";0;"На рассмотрении";1463327;"02.07.2026 в 10:57"
244;4;"—";242;"82 93 67";0;"На рассмотрении";1509426;"02.07.2026 в 19:16"
245;2;"—";242;"82 77 83";0;"Передано в вуз";1540414;"05.07.2026 в 13:31"
246;5;"—";242;"84 75 83";0;"На рассмотрении";1549565;"03.07.2026 в 17:03"
247;3;"—";242;"84 72 86";0;"На рассмотрении";1562587;"03.07.2026 в 18:01"
248;3;"—";242;"80 85 73";4;"На рассмотрении";1165661;"27.06.2026 в 11:55"
249;2;"—";242;"76 84 72";10;"На рассмотрении";950593;"30.06.2026 в 04:33"
250;2;"—";241;"78 88 75";0;"На рассмотрении";1008665;"29.06.2026 в 21:38"
251;2;"—";241;"86 85 70";0;"На рассмотрении";1156751;"03.07.2026 в 08:47"
252;3;"—";241;"82 78 81";0;"На рассмотрении";1219211;"29.06.2026 в 21:06"
253;5;"—";241;"80 88 73";0;"На рассмотрении";1337815;"03.07.2026 в 07:24"
254;4;"—";241;"84 88 69";0;"На рассмотрении";1341258;"04.07.2026 в 14:04"
255;4;"—";241;"90 78 73";0;"Участвуете в конкурсе";1351408;"30.06.2026 в 18:31"
256;4;"—";241;"88 90 63";0;"На рассмотрении";1449996;"02.07.2026 в 07:24"
257;4;"—";241;"78 88 75";0;"На рассмотрении";1512065;"02.07.2026 в 20:08"
258;1;"—";241;"82 84 75";0;"На рассмотрении";1521117;"02.07.2026 в 23:56"
259;2;"—";241;"80 78 83";0;"На рассмотрении";1532807;"03.07.2026 в 10:01"
260;1;"—";241;"80 80 81";0;"На рассмотрении";1536082;"03.07.2026 в 10:38"
261;4;"—";241;"78 80 83";0;"На рассмотрении";1588182;"04.07.2026 в 20:00"
262;1;"Электронное";241;"84 76 81";0;"На рассмотрении";1588877;"04.07.2026 в 07:25"
263;3;"—";241;"86 85 70";0;"На рассмотрении";1614186;"04.07.2026 в 15:47"
264;3;"—";241;"78 86 67";10;"Участвуете в конкурсе";1159784;"27.06.2026 в 06:26"
265;4;"—";241;"82 80 69";10;"На рассмотрении";1448109;"02.07.2026 в 05:47"
266;1;"—";240;"80 88 72";0;"На рассмотрении";1013521;"22.06.2026 в 10:09"
267;3;"—";240;"80 85 75";0;"На рассмотрении";1231064;"29.06.2026 в 21:10"
268;2;"—";240;"88 82 70";0;"На рассмотрении";1276211;"01.07.2026 в 14:13"
269;4;"—";240;"74 85 81";0;"На рассмотрении";1281163;"02.07.2026 в 10:13"
270;2;"—";240;"84 78 78";0;"На рассмотрении";1317284;"30.06.2026 в 18:30"
271;3;"—";240;"82 80 78";0;"На рассмотрении";1345999;"30.06.2026 в 17:08"
272;3;"—";240;"84 75 81";0;"На рассмотрении";1509623;"02.07.2026 в 19:20"
273;3;"—";240;"92 76 72";0;"На рассмотрении";1515869;"02.07.2026 в 21:27"
274;1;"—";240;"80 77 83";0;"Передано в вуз";1596000;"05.07.2026 в 07:49"
275;2;"—";240;"84 86 70";0;"На рассмотрении";1612327;"04.07.2026 в 15:07"
276;4;"—";240;"84 83 73";0;"На рассмотрении";1622667;"04.07.2026 в 20:31"
277;3;"—";240;"82 77 81";0;"Передано в вуз";1635569;"05.07.2026 в 13:15"
278;2;"—";240;"88 78 64";10;"На рассмотрении";1201496;"28.06.2026 в 17:00"
279;2;"—";239;"76 85 78";0;"На рассмотрении";995956;"21.06.2026 в 14:48"
280;3;"—";239;"78 78 83";0;"На рассмотрении";1369107;"01.07.2026 в 05:19"
281;3;"—";239;"70 83 86";0;"На рассмотрении";1409272;"01.07.2026 в 14:41"
282;4;"—";239;"82 82 75";0;"Участвуете в конкурсе";1429563;"01.07.2026 в 18:42"
283;1;"—";239;"84 80 75";0;"На рассмотрении";1486250;"02.07.2026 в 14:37"
284;1;"—";239;"76 80 83";0;"На рассмотрении";1574260;"03.07.2026 в 18:51"
285;3;"—";239;"78 83 78";0;"На рассмотрении";1595263;"04.07.2026 в 10:22"
286;2;"—";239;"86 83 70";0;"На рассмотрении";1599000;"04.07.2026 в 11:21"
287;3;"—";239;"82 88 69";0;"На рассмотрении";1611834;"04.07.2026 в 18:38"
288;2;"—";239;"80 83 69";7;"На рассмотрении";1202340;"28.06.2026 в 19:17"
289;1;"—";239;"76 72 81";10;"На рассмотрении";1186466;"28.06.2026 в 10:34"
290;1;"—";238;"80 85 73";0;"На рассмотрении";1177493;"27.06.2026 в 19:35"
291;3;"—";238;"86 85 67";0;"На рассмотрении";1186301;"02.07.2026 в 18:34"
292;2;"—";238;"78 85 75";0;"На рассмотрении";1193153;"28.06.2026 в 13:44"
293;3;"—";238;"88 77 73";0;"На рассмотрении";1308293;"30.06.2026 в 13:40"
294;3;"—";238;"82 70 86";0;"На рассмотрении";1373645;"01.07.2026 в 08:35"
295;1;"—";238;"74 83 81";0;"На рассмотрении";1402501;"04.07.2026 в 11:59"
296;1;"—";238;"82 90 66";0;"На рассмотрении";1432276;"01.07.2026 в 19:29"
